"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@theschnittshow @realdonaldtrump @CCTV @BBC @dwnews #trump NBC's Fake News King Brian Williams attacks ""Fake News"" https://t.co/VpvQz0QGrI",FALSE,0,"theschnittshow",2016-12-09 18:30:52,FALSE,NA,"807291437628821504","237345176","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NewTemplar77",0,FALSE,FALSE,NA,NA
"2","RT @1SilvaMaria: Trump Supporter Video - EP 4 ""The Last Hope for America"" https://t.co/g6cMz2K6Dl I AM PROUD TO SAY, @realDonaldTrump IS OU…",FALSE,0,NA,2016-12-09 18:30:51,FALSE,NA,"807291436219633664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1SilvaMaria",1,TRUE,FALSE,NA,NA
"3","@AJMcarronsTatto @rrhoop @eldonko_phd @MrTommyCampbell @realDonaldTrump Trump foundation made illegal political donations!",FALSE,0,"AJMcarronsTatto",2016-12-09 18:30:50,FALSE,"807290574013403141","807291431291387904","902732029","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BPAnderson1164",0,FALSE,FALSE,NA,NA
"4","@ABC @realDonaldTrump faulted Obama for spending his free time golfing, so trump will spend his producing a TV show.  Spare time my ass",FALSE,0,"ABC",2016-12-09 18:30:49,FALSE,"807288756621496320","807291426837004289","28785486","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamuelPMorse",0,FALSE,FALSE,NA,NA
"5","#America #trump .@realDonaldTrump supporters...hang on for a distopian ride. My 4 y/o understands empathy &amp; history… https://t.co/NQFoohjMFq",FALSE,0,NA,2016-12-09 18:30:48,TRUE,NA,"807291423028637698",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JeremyBloomHere",0,FALSE,FALSE,NA,NA
"6","@realDonaldTrump @facebook @POTUS Disabled &amp; attacked on Facebook by a Trump supporter. Punished for defending myself. Bully not punished.",FALSE,0,"realDonaldTrump",2016-12-09 18:30:43,FALSE,NA,"807291399892832257","25073877","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ses1978",0,FALSE,FALSE,NA,NA
"7","RT @DanielleMuscato: ALEC BALDWIN's impression was ""mean-spirited""?! How DARE you, @realDonaldTrump? Have you no shame? You are a bully. ht…",FALSE,0,NA,2016-12-09 18:30:40,FALSE,NA,"807291388496908288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brzy85",1321,TRUE,FALSE,NA,NA
"8","RT @EuroAmericans: Is @realDonaldTrump setting stage for epic salvo of ""You're fired's"" or is it worse?

@jeffsessions @RogerJStoneJr
https…",FALSE,0,NA,2016-12-09 18:30:38,FALSE,NA,"807291380951384064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Problematic1988",2,TRUE,FALSE,NA,NA
"9","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:30:37,FALSE,NA,"807291374815027200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mydoggigi",28,TRUE,FALSE,NA,NA
"10","RT @ChadLivengood: Source: Signs point to President-elect @realDonaldTrump picking Ronna Romney McDaniel to lead RNC https://t.co/FkTkdlz6l…",FALSE,0,NA,2016-12-09 18:30:36,FALSE,NA,"807291374005604352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ss_alpenanews",4,TRUE,FALSE,NA,NA
"11","@carajoy03 @FoxNews @realDonaldTrump Trump doesn't make any promises to anyone who needs help",FALSE,0,"carajoy03",2016-12-09 18:30:32,FALSE,"807290176997310464","807291357098164224","129567406","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leolamarchanda",0,FALSE,FALSE,NA,NA
"12","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:30:31,FALSE,NA,"807291351003959296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AliceJackson09",28,TRUE,FALSE,NA,NA
"13","RT @trdny: The Trump Whisperer: In the wake of @realDonaldTrump’s victory, @jaredkushner has left the industry speechless: https://t.co/iRg…",FALSE,0,NA,2016-12-09 18:30:25,FALSE,NA,"807291326425432064",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lacunalingua",1,TRUE,FALSE,NA,NA
"14","@jesusforpeace1 @Nanbee3 @sammypolsen12 @realDonaldTrump trump is publically shamed AGAIN  and we will not let him hurt other americans",FALSE,0,"jesusforpeace1",2016-12-09 18:30:21,FALSE,"807289592718196736","807291310386221056","764977090760413184","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","renae_rp",0,FALSE,FALSE,NA,NA
"15","RT @impressivLee: God, @realDonaldTrump is such a liar. Not going to #draintheswamp, Goldman President in admin. https://t.co/OtRgX6EWby",FALSE,0,NA,2016-12-09 18:30:20,FALSE,NA,"807291304724066304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","march4progress",19,TRUE,FALSE,NA,NA
"16","RT @StephenColbart: Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0…",FALSE,0,NA,2016-12-09 18:30:18,FALSE,NA,"807291295899275266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AliceJackson09",29,TRUE,FALSE,NA,NA
"17","RT @impressivLinda: Very sad that @realDonaldTrump added Goldman Sachs COO to his admin. Wanted to give Trump a chance. Pathetic. https://t…",FALSE,0,NA,2016-12-09 18:30:17,FALSE,NA,"807291290417332225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","march4progress",25,TRUE,FALSE,NA,NA
"18","Trump Supporter Video - EP 4 ""The Last Hope for America"" https://t.co/g6cMz2K6Dl I AM PROUD TO SAY, @realDonaldTrump IS OUR PRESIDENT. #MAGA",FALSE,1,NA,2016-12-09 18:30:11,FALSE,NA,"807291265389916160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1SilvaMaria",1,FALSE,FALSE,NA,NA
"19","RT @impressivSarah: Very pathetic that @realDonaldTrump made Goldman Sachs COO &amp; President part of his admin. Guess no #draintheswamp https…",FALSE,0,NA,2016-12-09 18:30:08,FALSE,NA,"807291253754908674",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","march4progress",25,TRUE,FALSE,NA,NA
"20",". . .tell me again how #Trump is the hero of the working class. . .the anti-#WallStreet?  @realDonaldTrump IS GORDO… https://t.co/4LYEh2S5gE",FALSE,0,NA,2016-12-09 18:30:06,TRUE,NA,"807291247526313984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KimbrlyKrautter",0,FALSE,FALSE,NA,NA
"21","Watch @realBobWoodward tell @RoanokeCollege audience about his first interview w/ @realdonaldtrump.… https://t.co/FDZUgw5Me5",FALSE,0,NA,2016-12-09 18:30:03,TRUE,NA,"807291233823494145",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","DamelioNetwork",0,FALSE,FALSE,NA,NA
"22",".@realDonaldTrump: Issue a temporary moratorium on new agency regulations that are not compe https://t.co/nQTZK2GEIC #Election2016",FALSE,0,NA,2016-12-09 18:30:01,FALSE,NA,"807291226420637696",NA,"<a href=""https://www.politiplatform.com"" rel=""nofollow"">PolitiPlatform</a>","PolitiPlatform",0,FALSE,FALSE,NA,NA
"23","@mdecambre @realDonaldTrump has unleashed the markets animal spirits. #TrumpTrain https://t.co/st783T7Xtw https://t.co/tmYcTIcYM0",FALSE,0,"mdecambre",2016-12-09 18:30:01,FALSE,NA,"807291226101809158","373598135","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LanceRoberts",0,FALSE,FALSE,NA,NA
"24","Lessig, lawyers to offer support to anti- @realdonaldTrump electors https://t.co/7LQbp7W5lM #makeitso",FALSE,0,NA,2016-12-09 18:30:00,FALSE,NA,"807291220091346945",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A_Fellowes",0,FALSE,FALSE,NA,NA
"25","@realDonaldTrump How much of a pussy do you have to be to launch a twitter attack on a hard-working American? 

https://t.co/TRSapFgGOX",FALSE,0,"realDonaldTrump",2016-12-09 18:29:54,FALSE,NA,"807291196745875457","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RobertHollisW",0,FALSE,FALSE,NA,NA
"26",".@realdonaldtrump See no evil, hear no evil: Donald Trump is turning away his intelligence briefings https://t.co/PihBYpwiA2 @Salon",FALSE,0,NA,2016-12-09 18:29:53,FALSE,NA,"807291192627122176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mnhanson",0,FALSE,FALSE,NA,NA
"27","$TWTR @jack allows @spacekatgal to spread anti #trump fake #news
@realdonaldtrump @KellyannePolls @KatrinaPierson
https://t.co/rY8hpoPHI1",FALSE,0,NA,2016-12-09 18:29:53,FALSE,NA,"807291189607051264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WanderinPoet",0,FALSE,FALSE,NA,NA
"28","RT @impressivSarah: Very pathetic that @realDonaldTrump made Goldman Sachs COO &amp; President part of his admin. Guess no #draintheswamp https…",FALSE,0,NA,2016-12-09 18:29:50,FALSE,NA,"807291178982998016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AliceJackson09",25,TRUE,FALSE,NA,NA
"29","RT @EricGreitens: .@nick_ayers would be a fantastic RNC chair - a great leader to work w/@realDonaldTrump to Make America Great Again! http…",FALSE,0,NA,2016-12-09 18:29:47,FALSE,NA,"807291166395957252",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","4ever2runval96",14,TRUE,FALSE,NA,NA
"30","RT @RTFanning: In case you needed any more motivation to travel to Washington to protest the @realDonaldTrump inauguration: https://t.co/6M…",FALSE,0,NA,2016-12-09 18:29:47,FALSE,NA,"807291165196349440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helenane",3,TRUE,FALSE,NA,NA
"31","@realDonaldTrump @ChuckTodd I wonder if we can figure out how many Trump Voters, are the people Trump &amp; Puzder want 2 replace w/ROBOTS?",FALSE,0,"realDonaldTrump",2016-12-09 18:29:45,FALSE,NA,"807291156413480960","25073877","<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","nynjnvfl",0,FALSE,FALSE,NA,NA
"32","RT @impressivLinda: Very sad that @realDonaldTrump added Goldman Sachs COO to his admin. Wanted to give Trump a chance. Pathetic. https://t…",FALSE,0,NA,2016-12-09 18:29:40,FALSE,NA,"807291138260471808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AliceJackson09",25,TRUE,FALSE,NA,NA
"33","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",FALSE,0,NA,2016-12-09 18:29:40,FALSE,NA,"807291135798317056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","MsMaddieGonzale",17,TRUE,FALSE,NA,NA
"34","RT @StephenColbart: Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0…",FALSE,0,NA,2016-12-09 18:29:39,FALSE,NA,"807291135009890305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","janmcevoy",29,TRUE,FALSE,NA,NA
"35","RT @steph93065: Why I am a Trump Supporter...
@realDonaldTrump 
#Trump2016 https://t.co/L4x4udy63J",FALSE,0,NA,2016-12-09 18:29:37,FALSE,NA,"807291123404148736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GailAnnBender",37317,TRUE,FALSE,NA,NA
"36","RT @CampaignLegal: BIPARTISAN coalition calls on @realDonaldTrump to divest business holdings, avoid any appearance of conflict. Read: http…",FALSE,0,NA,2016-12-09 18:29:36,FALSE,NA,"807291119033847808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","djs166",10,TRUE,FALSE,NA,NA
"37","MY LITTLE BROTHER DREW DONALD TRUMP. YESS JORDAN!!! LETS MAKE AMERICA GREAT AGAIN. @realDonaldTrump… https://t.co/yVQ7CkBuHM",FALSE,0,NA,2016-12-09 18:29:34,TRUE,NA,"807291112604008448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FButchelle",0,FALSE,FALSE,NA,NA
"38",".@realdonaldtrump Donald Trump’s lazy, slipshod transition: No ideology, only cynicism and corruption https://t.co/MdpDkdmHVX via @Salon",FALSE,0,NA,2016-12-09 18:29:32,FALSE,NA,"807291105255575552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mnhanson",0,FALSE,FALSE,NA,NA
"39","James Joyce reaches out from Finnegans Wake to bitchslap Trump @realDonaldTrump Watch me get him banned again now https://t.co/bVU2nxV5J1",FALSE,0,NA,2016-12-09 18:29:32,FALSE,NA,"807291102382297088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cfmceroz",0,FALSE,FALSE,NA,NA
"40","RT @impressivLee: God, @realDonaldTrump is such a liar. Not going to #draintheswamp, Goldman President in admin. https://t.co/OtRgX6EWby",FALSE,0,NA,2016-12-09 18:29:30,FALSE,NA,"807291093171793920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AliceJackson09",19,TRUE,FALSE,NA,NA
"41","@FoxNewsInsider @realDonaldTrump @OutnumberedFNC Cuz campuses have proven it isnt Safe to share your Trump support! Good way 2 raise convo!",FALSE,0,"FoxNewsInsider",2016-12-09 18:29:29,FALSE,"807286436772909057","807291090063671296","147725246","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alponthego",0,FALSE,FALSE,NA,NA
"42",".@realDonaldTrump @senatorvitter Lets not forget this about David - https://t.co/DKpi4MCAO4 But #trump and #MakeAmericaGreatAgain don't care",FALSE,0,NA,2016-12-09 18:29:29,FALSE,NA,"807291089728192513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","glennstrachan",0,FALSE,FALSE,NA,NA
"43","@carajoy03 @kurtimus @FoxNews @realDonaldTrump Exactly right! I hope everyone's lives improves under Trump.",FALSE,1,"carajoy03",2016-12-09 18:29:25,FALSE,"807290793719435264","807291073915539456","129567406","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bobbychaconjr1",0,FALSE,FALSE,NA,NA
"44","@ABCPolitics People in a rush to vilify @realDonaldTrump dont even realize under Trump's leadership they've given millions to charity #USA",FALSE,0,"ABCPolitics",2016-12-09 18:29:24,FALSE,"807289459993702400","807291069251473408","16815644","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UnRealNateStorm",0,FALSE,FALSE,NA,NA
"45","@realDonaldTrump does Donald trump actually write the tweets? I only want to follow if he actually writes them",FALSE,0,"realDonaldTrump",2016-12-09 18:29:23,FALSE,NA,"807291065812258823","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PizzaRolse",0,FALSE,FALSE,NA,NA
"46","RT @people: .@MichelleObama breaks her silence about the night @realDonaldTrump was elected: ‘I went to bed’ https://t.co/zUUj7o6u2V https:…",FALSE,0,NA,2016-12-09 18:29:21,FALSE,NA,"807291058950279168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ekezu210",545,TRUE,FALSE,NA,NA
"47","RT @DeepakChopra: Conway on @realDonaldTrump Trump 'Apprentice' He'll do it in his spare time. Is this to Make America Great Again ?  https…",FALSE,0,NA,2016-12-09 18:29:21,FALSE,NA,"807291057272745985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SnakesonNicki",43,TRUE,FALSE,NA,NA
"48","@jesusforpeace1 @Nanbee3 @sammypolsen12 @realDonaldTrump that man is protecting his people and wont let trump lie to the public or his membe",FALSE,0,"jesusforpeace1",2016-12-09 18:29:18,FALSE,"807289592718196736","807291046434476033","764977090760413184","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","renae_rp",0,FALSE,FALSE,NA,NA
"49","Trump: ‘Safety and Security’ of Americans Comes First https://t.co/WE1VsGmYUP via @LifeZette @realDonaldTrump",FALSE,0,NA,2016-12-09 18:29:18,FALSE,NA,"807291043024609280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","auntiejul",0,FALSE,FALSE,NA,NA
"50","RT @US_Army_Vet: @LouDobbs @Hisladydiana @realDonaldTrump @Vote4TrumpPrez @JustKate038 @RealDrGina @KamVTV @eeb1 I'm In Americans First! TY…",FALSE,0,NA,2016-12-09 18:29:18,FALSE,NA,"807291042978529281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hisladydiana",12,TRUE,FALSE,NA,NA
"51","RT @realDonaldTrump: Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: http…",FALSE,0,NA,2016-12-09 18:29:17,FALSE,NA,"807291041086775296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eytihio674",5266,TRUE,FALSE,NA,NA
"52","The Trump Whisperer: In the wake of @realDonaldTrump’s victory, @jaredkushner has left the industry speechless: https://t.co/iRgGIJmwTd",FALSE,0,NA,2016-12-09 18:29:16,FALSE,NA,"807291035026124800",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","trdny",1,FALSE,FALSE,NA,NA
"53",".@realdonaldtrump For the Record: Most Americans unhappy with Trump transition https://t.co/TLPzXwFWtA via @usatoday",FALSE,0,NA,2016-12-09 18:29:13,FALSE,NA,"807291025832235008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mnhanson",0,FALSE,FALSE,NA,NA
"54","RT @DickMorrisTweet: Trump Names Solid Conservative Cabinet - Lunch Alert! https://t.co/ECrJrE3Xtf @realDonaldTrump @BreitbartNews @newsmax…",FALSE,0,NA,2016-12-09 18:29:13,FALSE,NA,"807291024666218496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stephen_Agnew",3,TRUE,FALSE,NA,NA
"55","RT @impressivJane: Goldman president in the @realDonaldTrump administration, nice... https://t.co/AjhImxouCi",FALSE,0,NA,2016-12-09 18:29:12,FALSE,NA,"807291017846259712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bleatstreet",17,TRUE,FALSE,NA,NA
"56","RT @johnlundin: Donald #Trump supporters express regret over their vote: 'He seems lost' | https://t.co/m4hXqbHRup @realDonaldTrump #NotMyP…",FALSE,0,NA,2016-12-09 18:29:09,FALSE,NA,"807291008899805185",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cagney1991",6,TRUE,FALSE,NA,NA
"57","RT @TeamTrump: '@realDonaldTrump: Safety and Security of Americans Comes First' #AmericaFirst
https://t.co/ZagK47kACZ",FALSE,0,NA,2016-12-09 18:29:07,FALSE,NA,"807290998015623168",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Lindamu93790975",205,TRUE,FALSE,NA,NA
"58",".@realDonaldTrump may be meeting w/Dems &amp; liberals, but Pence is picking the extremist cabinet noms. Trump is his puppet. Sad!",FALSE,0,NA,2016-12-09 18:29:04,FALSE,NA,"807290985868836864",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","DaTwilightZone",0,FALSE,FALSE,NA,NA
"59","Big Business Lobbies Are Warning  Trump Against Mass Deportation fuck Bloomberg #magA @realDonaldTrump  #deport <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><U+271D><U+FE0F> https://t.co/uDoPINxGkt",FALSE,0,NA,2016-12-09 18:29:01,FALSE,NA,"807290973982257152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thebarbecuemast",0,FALSE,FALSE,NA,NA
"60","RT @steph93065: Why I am a Trump Supporter...
@realDonaldTrump 
#Trump2016 https://t.co/L4x4udy63J",FALSE,0,NA,2016-12-09 18:29:01,FALSE,NA,"807290973193543680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VyolentlyVyolet",37317,TRUE,FALSE,NA,NA
"61","Trump Names Solid Conservative Cabinet - Lunch Alert! https://t.co/ECrJrE3Xtf @realDonaldTrump @BreitbartNews @newsmax @DRUDGE_REPORT @GOP",FALSE,4,NA,2016-12-09 18:28:57,FALSE,NA,"807290958102597632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DickMorrisTweet",3,FALSE,FALSE,NA,NA
"62","RT @realDonaldTrump: Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: http…",FALSE,0,NA,2016-12-09 18:28:56,FALSE,NA,"807290952649949186",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kbboelt",5266,TRUE,FALSE,NA,NA
"63","@SenJeffMerkley @MaggieJordanACN @realDonaldTrump They won't. Neither will Trump. &amp; they will get away with it. This is our new ""democracy""",FALSE,0,"SenJeffMerkley",2016-12-09 18:28:56,FALSE,"807287869916282882","807290952322842624","29201047","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amazinmikey",0,FALSE,FALSE,NA,NA
"64","RT @impressivSarah: Very pathetic that @realDonaldTrump made Goldman Sachs COO &amp; President part of his admin. Guess no #draintheswamp https…",FALSE,0,NA,2016-12-09 18:28:56,FALSE,NA,"807290951781777408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ferociousfuz",25,TRUE,FALSE,NA,NA
"65","RT @Hartsy43: @realDonaldTrump Mr. Trump-your plane is landing in 45 mins in Columbus and some of the #CBJ fellas would love to meet ya!! #…",FALSE,0,NA,2016-12-09 18:28:54,FALSE,NA,"807290942805934080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dmerch97",98,TRUE,FALSE,NA,NA
"66","RT @SputnikInt: URGENT: @realDonaldTrump says #US must improve relationship with #China https://t.co/FRKLI2EstJ",FALSE,0,NA,2016-12-09 18:28:52,FALSE,NA,"807290937776836608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JaarezaReza",35,TRUE,FALSE,NA,NA
"67","RT @Nanbee3: @jesusforpeace1 @sammypolsen12 @realDonaldTrump Humm, Calif. has the 6th largest economy in the WORLD -educated people voted a…",FALSE,0,NA,2016-12-09 18:28:50,FALSE,NA,"807290927769219072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Landwehr_Erik",6,TRUE,FALSE,NA,NA
"68","@realDonaldTrump Good afternoon President-elect Trump, I just listened to your thank you tour, speech. President-elect with great integrity,",FALSE,0,"realDonaldTrump",2016-12-09 18:28:49,FALSE,"807057700857188355","807290924640374784","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Elizabe55467595",0,FALSE,FALSE,NA,NA
"69","@KaivanShroff @7bugglettes @realDonaldTrump 
#Trump has been a flipping coward his whole life! W/out daddy's money he'd b homeless!",FALSE,0,"KaivanShroff",2016-12-09 18:28:46,FALSE,"807264055551553536","807290908584636416","2289770467","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","susiebo14",0,FALSE,FALSE,NA,NA
"70","@realDonaldTrump You are a phony, Trump...a senile old man...loser",FALSE,0,"realDonaldTrump",2016-12-09 18:28:45,FALSE,"806678853305384960","807290907401666560","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donaldacrey",0,FALSE,FALSE,NA,NA
"71","RT @KatrinaPierson: RT if you knew Pres-elect @realDonaldTrump was going to be the 45th President of the United States from the day he anno…",FALSE,0,NA,2016-12-09 18:28:45,FALSE,NA,"807290905996578816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Milo_J_Trump",1444,TRUE,FALSE,NA,NA
"72","@realDonaldTrump @seanhannity @JudgeJeanine Can this transfer of Refugees from Australia be stopped be4 President Elect Trump takes office??",FALSE,0,"realDonaldTrump",2016-12-09 18:28:41,FALSE,NA,"807290891006263296","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mancari_brandy",0,FALSE,FALSE,NA,NA
"73","@jemelehill @realDonaldTrump https://t.co/eWmSYHke3q JEMELE: CHK THIS OUT...",FALSE,0,"jemelehill",2016-12-09 18:28:39,FALSE,NA,"807290882286186496","35586563","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JVjett",0,FALSE,FALSE,NA,NA
"74","RT @terracotta05: @vox4america @opttra01 @THEHermanCain @vj44 @realDonaldTrump @jeffsessions @JudgeJeanine @Judgenap It's truly a Blessing…",FALSE,0,NA,2016-12-09 18:28:38,FALSE,NA,"807290877102223362",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vox4america",2,TRUE,FALSE,NA,NA
"75","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",FALSE,0,NA,2016-12-09 18:28:36,FALSE,NA,"807290870445830145",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivMark",17,TRUE,FALSE,NA,NA
"76","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",FALSE,0,NA,2016-12-09 18:28:36,FALSE,NA,"807290870366146560",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivDestin",17,TRUE,FALSE,NA,NA
"77","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",FALSE,0,NA,2016-12-09 18:28:36,FALSE,NA,"807290870269612032",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivTony",17,TRUE,FALSE,NA,NA
"78","RT @impressivDestin: Guess no more #draintheswamp Goldman President is now on @realDonaldTrump team https://t.co/kfndNB6Jy2",FALSE,0,NA,2016-12-09 18:28:36,FALSE,NA,"807290870257111041",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivLinda",17,TRUE,FALSE,NA,NA
